355041	Happy birthday, Muiriel!
1556982	Who ate my cake that I'd put in the fridge?
243366*	I don't feel like eating out this evening.
6106080	Because a food grudge is terrifying, isn't it?
63475	Karen bought a lot of things at the flea market.
64246	I am surprised that your family has a Japanese car.
1328503	Eh, you two came back here while sharing the same umbrella. I smell love in the air.
4642799	This is the worst! I've gone and washed my pants with tissues still in the pocket.
402772*	I didn't expect that Mary would come so soon.
323239*	I'm getting up at six o'clock tomorrow morning.
260071*	I don't like him coming to my house so often.
1300824*	I'm leaving town for a few days.
302483	He acquired education late in his life.
1186483*	My older brother manages that company.
1186476	I'm going to my room, because I can study there.
292685	He acquired some knowledge about Ben.
388909	He was admitted to that school without taking the exam.
394824*	I didn't receive even one letter from her.
277792*	I always have coffee and toast for breakfast.
301450	He is acquisitive of knowledge.
386688	May the force be with you.
25218*	Is there anything else you want me to do?
262610	Our teacher favors only the girl students.
308176*	She acted as a guide.
310776*	I am not sure but she may come.
388563	He worked last night without taking a break.
240078*	I don't want to go outside this afternoon.
33850	Helen is always at the top of her class.
35761*	I have a sore throat and a slight fever.
1186456*	She brought me a cup of tea.
49159*	I acted as interpreter at the meeting.
1186452*	This hat is too small. Please show me another one.
1186449*	If you don't want to go, you don't have to.
34562*	Do you know what to do if there's a fire in the building?
288163	He acted as though we had insulted him.
31817	Meg was the only girl that was wearing jeans.
31817	Meg was the only girl that was wearing jeans.
1186444*	I ran into Mary at the party last week.
265852	I acted for our captain while he was in the hospital.
306547	They acted immediately by agreement.
1186759*	I think it won't rain this afternoon.
1186755*	May I turn down the TV?
42827*	I calculated that it would cost 300 dollars.
58266*	I don't have a care in the world.
3765018*	What color do you like?
317048*	She acted like a real baby.
264052*	I asked him if he wanted a watch.
317062*	She goes to the movies once a week.
73065	I am dead tired from walking around all day.
283988*	He acted like he owned the place.
291344	He acted on the matter.
291887	He has acted on TV many times.
22455*	I don't know why the meeting was postponed.
22455*	I don't know why the meeting was postponed.
295088*	He acted quickly and put out the fire.
272756*	I had him paint the gate last week.
1102389*	Tom pretended he didn't understand what Mary wanted him to do.
259214*	I got my son to repair the door.
238843*	I can't live on ten thousand yen a month.
62719	Kate is the best singer in my class.
259714	I acted to protect myself from a similar destiny.
33210	Bob is such a nice person that everybody likes him.
251980*	I asked him if he knew my name.
498114*	A week from today, I'll be in England.
265585*	It is a lot of fun to drive a car.
1193982	When was your first love?
6488253	This soup is delicious, but I think it's taste is too strong.
1527930	Her face is really swollen, but she says that it isn't the mumps. Apparently, it's some unknown hereditary disease.
264786*	Keep your room as neat as you can.
255401*	I had my wallet stolen on the bus.
296033*	He has acted wisely.
323345*	I have a few essays to write by tomorrow.
316785	She played a part in the women's lib movement.
282839*	I am afraid you have the wrong number.
1690357	You have cream on the top of your nose.
67689*	I don't have much time. Could you hurry?
1315804	He's active performing good deeds.
1190321*	It's difficult to peel chestnuts.
292954*	He acts as if he were a king.
302359	He acts his age.
6616069	My hand's blister hurts when I close my hand.
1190441*	I laughed so much my stomach hurts.
302744	He acts very shy in her presence.
71400	I am pleased that you have passed the exam.
283695*	He is actually not the manager.
1190658*	He isn't actually the manager.
468047	He is not as intelligent as his older brother.
298683	He adapted his plan to the new situation.
434013*	I'm sorry to disturb you while you're talking.
434013*	I'm sorry to disturb you while you're talking.
5168040	Excuse me, I'm Mr. Yamada. I would like to meet with your husband, if I may.
252502*	I added a room to my house.
314886	She added in her letter that she would write again soon.
298345	He added insult to injury.
250016*	I have a friend whose father is a famous actor.
495885*	You shouldn't make any noise when you eat soup.
278110*	I am not accustomed to walking long distances.
71169*	I think he will be glad to see you.
257999	I addressed a petition to the mayor.
311230	She addressed herself to the task.
297174	He addressed himself to the mayor.
298450	He addressed himself to the reporters.
295655	He addressed the crowd gravely.
755264	It's not easy writing a love letter in English.
31995*	Mary is the prettiest girl in her class.
1192343*	He sent a letter addressed to his uncle.
289340	He is adept at telling lies.
290834	He is adequate to the job.
314566	She adhered strongly to her belief.
388321*	These flowers aren't only beautiful, but they smell nice.
291474*	What do you think he meant by that?
57562*	There is not much difference between the two.
57562*	There is not much difference between the two.
27628	A passenger fainted, but the stewardess brought him round.
1194172*	I often look up words in that dictionary.
1193994*	How old were you when you fell in love for the first time?
1193988*	Tom was Mary's first love.
1193986*	They say that you never forget your first love.
1193928*	Tom wrote Mary's phone number in his little black book.
1193928*	Tom wrote Mary's phone number in his little black book.
1094943*	Tom decided to give up city life and live in the country.
283304*	If he had studied harder, he would have passed the exam.
1347327	I admire people who express their opinions frankly.
283323*	Do you often hear from him?
283344*	I had a phone call from him.
283344*	I had a phone call from him.
283345*	Have you heard from him?
283360*	If he had taken his doctor's advice, he might still be alive.
283431*	Do you know what he said?
305334	They admired the fine view from the hill.
305334	They admired the fine view from the hill.
283445*	He broke into a house.
283445*	He broke into a house.
308407	I admit her superiority to others.
283461*	I expect that he will help us.
321323*	I'll admit I'm wrong.
1025273*	Tom has to get up early.
283575*	They have been married for ten years.
290498*	He admits being involved in the scandal.
67847	How huge that airship is!
283618*	Do you believe what he said?
283619*	I remember what he said.
283839*	The place where he lives is far from town.
283857*	I don't doubt that he will help me.
283914*	I hope that he will succeed.
283975*	I saw him running.
283975*	I saw him running.
284002*	He sent me a birthday card.
284022*	We saw him walking across the street.
867817	If a man had 11 sheep and all but 9 died, how many sheep would he have left?
878792*	Her feelings are easily hurt.
879543*	We're finding it difficult deciding on which one to buy.
38715*	I want to get rid of it.
38007*	Tell me which you want.
38007*	Tell me which you want.
37992*	Take whichever you want.
300992	He admonished his son for being lazy.
314183	She admonished me that I should consult a doctor.
1200081*	Why do you want to become a nurse?
33689	We couldn't figure out what Paul wanted to do.
